      year,  location,    lowest,   2nd_low,    median,  2nd_high,   highest,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
  2.50,E09000002,    0.353,    0.363,    0.487,    0.608,    0.874,    0.514,    0.353,    0.367,    0.426,    0.535,    0.488,    0.398,    0.608,    0.385,    0.448,    0.529,    0.487,    0.874,    0.546,    0.363
  2.75,E09000002,    0.450,    0.490,    0.632,    0.825,    1.071,    0.660,    0.490,    0.539,    0.542,    0.730,    0.597,    0.583,    0.825,    0.522,    0.666,    0.707,    0.632,    1.071,    0.699,    0.450
  3.00,E09000002,    0.518,    0.622,    0.808,    1.036,    1.345,    0.860,    0.669,    0.683,    0.632,    0.999,    0.808,    0.682,    0.975,    0.622,    0.840,    0.953,    0.727,    1.345,    1.036,    0.518
  3.25,E09000002,    0.666,    0.762,    0.978,    1.282,    1.524,    1.046,    0.899,    0.912,    0.885,    1.240,    0.996,    0.762,    1.282,    0.874,    0.978,    1.206,    0.945,    1.524,    1.271,    0.666
  3.50,E09000002,    0.766,    0.951,    1.282,    1.697,    1.950,    1.298,    1.140,    1.041,    1.101,    1.526,    1.282,    0.951,    1.441,    1.104,    1.334,    1.697,    1.271,    1.950,    1.636,    0.766
  3.75,E09000002,    0.929,    1.134,    1.501,    2.147,    2.318,    1.683,    1.458,    1.339,    1.329,    1.788,    1.654,    1.134,    1.719,    1.248,    1.501,    2.147,    1.404,    2.318,    2.001,    0.929
  4.00,E09000002,    1.263,    1.280,    1.869,    2.700,    2.737,    1.869,    1.721,    1.720,    1.708,    2.237,    1.878,    1.263,    2.059,    1.683,    1.895,    2.700,    1.797,    2.737,    2.290,    1.280
  0.61,E09000016,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039,    0.039
  1.00,E09000016,    0.097,    0.097,    0.101,    0.111,    0.123,    0.101,    0.106,    0.097,    0.101,    0.101,    0.111,    0.101,    0.106,    0.097,    0.101,    0.106,    0.123,    0.110,    0.101,    0.097
  1.25,E09000016,    0.120,    0.165,    0.190,    0.271,    0.290,    0.183,    0.200,    0.165,    0.210,    0.207,    0.290,    0.190,    0.190,    0.171,    0.181,    0.229,    0.186,    0.271,    0.178,    0.120
  1.50,E09000016,    0.148,    0.208,    0.259,    0.392,    0.393,    0.273,    0.259,    0.227,    0.253,    0.359,    0.393,    0.232,    0.298,    0.208,    0.295,    0.315,    0.251,    0.392,    0.249,    0.148
  1.75,E09000016,    0.196,    0.286,    0.347,    0.492,    0.578,    0.371,    0.353,    0.304,    0.347,    0.377,    0.492,    0.305,    0.392,    0.293,    0.310,    0.437,    0.286,    0.578,    0.340,    0.196
  2.00,E09000016,    0.206,    0.296,    0.373,    0.530,    0.658,    0.401,    0.373,    0.353,    0.371,    0.433,    0.530,    0.315,    0.461,    0.344,    0.354,    0.499,    0.296,    0.658,    0.403,    0.206
  2.25,E09000016,    0.222,    0.354,    0.444,    0.539,    0.865,    0.459,    0.378,    0.358,    0.444,    0.475,    0.539,    0.354,    0.505,    0.354,    0.394,    0.514,    0.383,    0.865,    0.469,    0.222
  2.50,E09000016,    0.414,    0.432,    0.549,    0.705,    1.003,    0.615,    0.443,    0.432,    0.530,    0.620,    0.583,    0.474,    0.705,    0.464,    0.533,    0.645,    0.549,    1.003,    0.645,    0.414
  2.75,E09000016,    0.509,    0.579,    0.701,    0.949,    1.253,    0.789,    0.579,    0.604,    0.646,    0.844,    0.687,    0.647,    0.949,    0.610,    0.754,    0.851,    0.701,    1.253,    0.836,    0.509
  3.00,E09000016,    0.591,    0.732,    0.927,    1.191,    1.543,    1.008,    0.770,    0.771,    0.757,    1.138,    0.927,    0.777,    1.117,    0.732,    0.950,    1.118,    0.809,    1.543,    1.191,    0.591
  3.25,E09000016,    0.756,    0.862,    1.100,    1.449,    1.741,    1.199,    1.033,    1.032,    1.027,    1.388,    1.115,    0.862,    1.449,    1.002,    1.100,    1.389,    1.051,    1.741,    1.427,    0.756
  3.50,E09000016,    0.895,    1.083,    1.421,    1.900,    2.195,    1.475,    1.296,    1.171,    1.244,    1.699,    1.421,    1.083,    1.645,    1.252,    1.495,    1.900,    1.381,    2.195,    1.823,    0.895
  3.75,E09000016,    1.092,    1.295,    1.671,    2.391,    2.566,    1.861,    1.633,    1.498,    1.492,    1.975,    1.822,    1.295,    1.947,    1.410,    1.671,    2.391,    1.526,    2.566,    2.211,    1.092
  4.00,E09000016,    1.452,    1.470,    2.044,    2.951,    2.988,    2.059,    1.907,    1.909,    1.889,    2.433,    2.044,    1.452,    2.312,    1.878,    2.113,    2.951,    1.952,    2.988,    2.503,    1.470
  0.61,E09000026,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033
  1.00,E09000026,    0.100,    0.100,    0.100,    0.100,    0.133,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.133,    0.100,    0.100,    0.100
  1.25,E09000026,    0.133,    0.167,    0.167,    0.233,    0.267,    0.167,    0.167,    0.167,    0.200,    0.200,    0.267,    0.167,    0.167,    0.167,    0.167,    0.200,    0.167,    0.233,    0.167,    0.133
  1.50,E09000026,    0.133,    0.167,    0.233,    0.333,    0.367,    0.233,    0.200,    0.200,    0.233,    0.333,    0.367,    0.167,    0.267,    0.167,    0.233,    0.267,    0.233,    0.333,    0.200,    0.133
  1.75,E09000026,    0.200,    0.233,    0.267,    0.433,    0.533,    0.300,    0.267,    0.267,    0.300,    0.333,    0.433,    0.233,    0.333,    0.233,    0.233,    0.367,    0.267,    0.533,    0.267,    0.200
  2.00,E09000026,    0.200,    0.233,    0.300,    0.467,    0.600,    0.333,    0.267,    0.300,    0.300,    0.367,    0.467,    0.233,    0.400,    0.267,    0.267,    0.433,    0.267,    0.600,    0.300,    0.200
  2.25,E09000026,    0.200,    0.267,    0.367,    0.467,    0.767,    0.367,    0.267,    0.300,    0.367,    0.400,    0.467,    0.267,    0.433,    0.267,    0.300,    0.433,    0.367,    0.767,    0.367,    0.200
  2.50,E09000026,    0.333,    0.367,    0.500,    0.667,    0.900,    0.533,    0.333,    0.367,    0.467,    0.567,    0.500,    0.400,    0.667,    0.367,    0.467,    0.533,    0.533,    0.900,    0.533,    0.367
  2.75,E09000026,    0.467,    0.500,    0.667,    0.900,    1.133,    0.667,    0.500,    0.533,    0.600,    0.767,    0.633,    0.600,    0.900,    0.533,    0.700,    0.733,    0.700,    1.133,    0.700,    0.467
  3.00,E09000026,    0.500,    0.633,    0.867,    1.067,    1.400,    0.867,    0.700,    0.700,    0.700,    1.067,    0.867,    0.733,    1.033,    0.633,    0.900,    0.967,    0.800,    1.400,    1.067,    0.500
  3.25,E09000026,    0.700,    0.800,    1.033,    1.367,    1.567,    1.067,    0.967,    0.933,    0.933,    1.300,    1.000,    0.800,    1.367,    0.900,    1.033,    1.267,    1.067,    1.567,    1.333,    0.700
  3.50,E09000026,    0.800,    1.033,    1.333,    1.767,    2.033,    1.333,    1.200,    1.067,    1.200,    1.633,    1.300,    1.033,    1.533,    1.167,    1.433,    1.767,    1.433,    2.033,    1.700,    0.800
  3.75,E09000026,    0.967,    1.233,    1.600,    2.200,    2.433,    1.733,    1.533,    1.367,    1.433,    1.900,    1.733,    1.233,    1.833,    1.333,    1.600,    2.200,    1.567,    2.433,    2.100,    0.967
  4.00,E09000026,    1.333,    1.367,    1.967,    2.767,    2.867,    1.933,    1.800,    1.767,    1.800,    2.333,    1.967,    1.367,    2.200,    1.800,    2.033,    2.767,    2.033,    2.867,    2.433,    1.333
  0.61,E09000031,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088,    0.088
  1.00,E09000031,    0.131,    0.148,    0.151,    0.159,    0.193,    0.148,    0.151,    0.148,    0.151,    0.151,    0.151,    0.151,    0.151,    0.148,    0.153,    0.151,    0.193,    0.159,    0.149,    0.131
  1.25,E09000031,    0.182,    0.240,    0.247,    0.339,    0.340,    0.244,    0.246,    0.240,    0.292,    0.288,    0.340,    0.257,    0.243,    0.240,    0.245,    0.291,    0.277,    0.339,    0.247,    0.182
  1.50,E09000031,    0.224,    0.278,    0.349,    0.463,    0.527,    0.345,    0.307,    0.300,    0.349,    0.453,    0.463,    0.302,    0.390,    0.278,    0.380,    0.412,    0.358,    0.527,    0.334,    0.224
  1.75,E09000031,    0.322,    0.380,    0.452,    0.618,    0.741,    0.466,    0.415,    0.398,    0.452,    0.478,    0.618,    0.409,    0.516,    0.380,    0.411,    0.597,    0.430,    0.741,    0.456,    0.322
  2.00,E09000031,    0.350,    0.436,    0.510,    0.684,    0.904,    0.512,    0.467,    0.466,    0.510,    0.554,    0.683,    0.436,    0.605,    0.453,    0.479,    0.684,    0.457,    0.904,    0.553,    0.350
  2.25,E09000031,    0.379,    0.481,    0.571,    0.739,    1.128,    0.571,    0.495,    0.490,    0.618,    0.626,    0.713,    0.481,    0.668,    0.493,    0.529,    0.739,    0.562,    1.128,    0.686,    0.379
  2.50,E09000031,    0.573,    0.583,    0.747,    0.951,    1.333,    0.764,    0.583,    0.573,    0.746,    0.787,    0.767,    0.594,    0.951,    0.615,    0.726,    0.913,    0.747,    1.333,    0.910,    0.601
  2.75,E09000031,    0.708,    0.725,    0.918,    1.241,    1.657,    0.975,    0.725,    0.751,    0.885,    1.051,    0.918,    0.847,    1.241,    0.807,    0.982,    1.181,    0.916,    1.657,    1.125,    0.708
  3.00,E09000031,    0.804,    0.949,    1.202,    1.505,    1.980,    1.202,    0.978,    0.968,    1.064,    1.423,    1.216,    1.050,    1.469,    0.949,    1.251,    1.439,    1.117,    1.980,    1.505,    0.804
  3.25,E09000031,    1.012,    1.147,    1.420,    1.861,    2.273,    1.464,    1.319,    1.267,    1.396,    1.732,    1.435,    1.147,    1.861,    1.296,    1.420,    1.790,    1.402,    2.273,    1.824,    1.012
  3.50,E09000031,    1.184,    1.417,    1.756,    2.337,    2.718,    1.765,    1.616,    1.417,    1.706,    2.077,    1.756,    1.470,    2.087,    1.606,    1.897,    2.337,    1.756,    2.718,    2.199,    1.184
  3.75,E09000031,    1.393,    1.749,    2.096,    2.874,    3.118,    2.152,    1.971,    1.749,    1.971,    2.475,    2.266,    1.760,    2.446,    1.827,    2.096,    2.874,    1.947,    3.118,    2.614,    1.393
  4.00,E09000031,    1.839,    1.935,    2.478,    3.421,    3.565,    2.416,    2.298,    2.275,    2.410,    2.904,    2.499,    1.935,    2.847,    2.310,    2.582,    3.421,    2.478,    3.565,    2.988,    1.839
  0.61,E09000010,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123,    0.123
  1.00,E09000010,    0.159,    0.183,    0.183,    0.197,    0.228,    0.183,    0.183,    0.183,    0.186,    0.183,    0.186,    0.186,    0.183,    0.183,    0.192,    0.183,    0.228,    0.197,    0.183,    0.159
  1.25,E09000010,    0.220,    0.287,    0.301,    0.395,    0.400,    0.298,    0.298,    0.287,    0.351,    0.348,    0.395,    0.317,    0.289,    0.287,    0.301,    0.348,    0.342,    0.400,    0.298,    0.220
  1.50,E09000010,    0.281,    0.345,    0.426,    0.534,    0.634,    0.421,    0.378,    0.361,    0.426,    0.528,    0.534,    0.384,    0.462,    0.345,    0.467,    0.498,    0.431,    0.634,    0.406,    0.281
  1.75,E09000010,    0.395,    0.470,    0.545,    0.735,    0.854,    0.568,    0.503,    0.478,    0.545,    0.568,    0.735,    0.512,    0.620,    0.470,    0.512,    0.720,    0.515,    0.854,    0.559,    0.395
  2.00,E09000010,    0.434,    0.548,    0.623,    0.818,    1.068,    0.623,    0.579,    0.556,    0.634,    0.662,    0.815,    0.548,    0.720,    0.562,    0.595,    0.818,    0.559,    1.068,    0.681,    0.434
  2.25,E09000010,    0.470,    0.592,    0.704,    0.901,    1.335,    0.704,    0.618,    0.592,    0.759,    0.751,    0.857,    0.601,    0.804,    0.623,    0.654,    0.901,    0.659,    1.335,    0.848,    0.470
  2.50,E09000010,    0.681,    0.698,    0.901,    1.118,    1.579,    0.909,    0.709,    0.681,    0.910,    0.901,    0.923,    0.698,    1.104,    0.762,    0.856,    1.118,    0.847,    1.579,    1.101,    0.714
  2.75,E09000010,    0.828,    0.837,    1.070,    1.423,    1.955,    1.166,    0.837,    0.864,    1.048,    1.198,    1.070,    0.970,    1.423,    0.965,    1.117,    1.421,    1.029,    1.955,    1.342,    0.828
  3.00,E09000010,    0.956,    1.109,    1.404,    1.734,    2.305,    1.416,    1.114,    1.109,    1.257,    1.613,    1.404,    1.209,    1.704,    1.129,    1.426,    1.699,    1.279,    2.305,    1.734,    0.956
  3.25,E09000010,    1.173,    1.320,    1.637,    2.129,    2.652,    1.711,    1.490,    1.451,    1.637,    1.960,    1.660,    1.320,    2.129,    1.510,    1.618,    2.082,    1.576,    2.652,    2.070,    1.173
  3.50,E09000010,    1.390,    1.607,    1.999,    2.649,    3.085,    2.045,    1.817,    1.607,    1.965,    2.324,    1.999,    1.690,    2.402,    1.841,    2.146,    2.649,    1.935,    3.085,    2.457,    1.390
  3.75,E09000010,    1.627,    1.954,    2.360,    3.241,    3.489,    2.425,    2.199,    1.954,    2.257,    2.779,    2.555,    2.035,    2.791,    2.085,    2.360,    3.241,    2.152,    3.489,    2.885,    1.627
  4.00,E09000010,    2.121,    2.234,    2.741,    3.783,    3.927,    2.722,    2.563,    2.555,    2.741,    3.207,    2.782,    2.234,    3.211,    2.583,    2.877,    3.783,    2.724,    3.927,    3.283,    2.121
  0.61,E09000006,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063
  1.00,E09000006,    0.117,    0.117,    0.120,    0.150,    0.153,    0.127,    0.127,    0.120,    0.120,    0.120,    0.150,    0.117,    0.127,    0.120,    0.117,    0.127,    0.125,    0.153,    0.120,    0.117
  1.25,E09000006,    0.124,    0.172,    0.188,    0.290,    0.326,    0.188,    0.205,    0.174,    0.214,    0.214,    0.326,    0.188,    0.198,    0.181,    0.172,    0.254,    0.172,    0.290,    0.174,    0.124
  1.50,E09000006,    0.164,    0.210,    0.248,    0.377,    0.413,    0.248,    0.252,    0.210,    0.237,    0.342,    0.377,    0.233,    0.250,    0.210,    0.279,    0.337,    0.241,    0.413,    0.227,    0.164
  1.75,E09000006,    0.235,    0.288,    0.333,    0.487,    0.586,    0.365,    0.333,    0.304,    0.318,    0.374,    0.487,    0.311,    0.360,    0.288,    0.295,    0.470,    0.291,    0.586,    0.337,    0.235
  2.00,E09000006,    0.261,    0.301,    0.384,    0.518,    0.640,    0.405,    0.384,    0.352,    0.350,    0.432,    0.505,    0.338,    0.425,    0.336,    0.362,    0.518,    0.301,    0.640,    0.409,    0.261
  2.25,E09000006,    0.279,    0.352,    0.421,    0.558,    0.811,    0.421,    0.401,    0.352,    0.423,    0.463,    0.544,    0.355,    0.456,    0.352,    0.379,    0.558,    0.382,    0.811,    0.464,    0.279
  2.50,E09000006,    0.417,    0.440,    0.544,    0.679,    0.977,    0.580,    0.465,    0.417,    0.477,    0.614,    0.579,    0.459,    0.652,    0.440,    0.514,    0.679,    0.544,    0.977,    0.649,    0.477
  2.75,E09000006,    0.537,    0.576,    0.669,    0.914,    1.192,    0.740,    0.597,    0.577,    0.576,    0.860,    0.664,    0.636,    0.914,    0.587,    0.764,    0.847,    0.669,    1.192,    0.824,    0.537
  3.00,E09000006,    0.630,    0.701,    0.931,    1.179,    1.519,    0.935,    0.811,    0.748,    0.739,    1.135,    0.931,    0.772,    1.127,    0.701,    0.972,    1.159,    0.785,    1.519,    1.179,    0.630
  3.25,E09000006,    0.757,    0.862,    1.094,    1.472,    1.782,    1.094,    1.078,    1.034,    1.082,    1.377,    1.150,    0.862,    1.428,    1.053,    1.105,    1.472,    0.984,    1.782,    1.435,    0.757
  3.50,E09000006,    0.864,    1.056,    1.337,    1.959,    2.206,    1.337,    1.328,    1.163,    1.296,    1.692,    1.441,    1.056,    1.595,    1.271,    1.481,    1.959,    1.250,    2.206,    1.755,    0.864
  3.75,E09000006,    1.058,    1.268,    1.647,    2.493,    2.590,    1.647,    1.660,    1.429,    1.509,    1.945,    1.817,    1.268,    1.911,    1.450,    1.610,    2.493,    1.397,    2.590,    2.145,    1.058
  4.00,E09000006,    1.384,    1.418,    1.924,    3.000,    3.029,    1.859,    1.908,    1.843,    1.915,    2.399,    2.005,    1.384,    2.247,    1.924,    2.022,    3.029,    1.787,    3.000,    2.431,    1.418
  0.61,E09000008,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069,    0.069
  1.00,E09000008,    0.121,    0.122,    0.125,    0.164,    0.167,    0.134,    0.134,    0.125,    0.125,    0.125,    0.164,    0.122,    0.134,    0.125,    0.121,    0.134,    0.122,    0.167,    0.125,    0.122
  1.25,E09000008,    0.132,    0.162,    0.194,    0.296,    0.332,    0.184,    0.206,    0.175,    0.215,    0.217,    0.332,    0.194,    0.204,    0.175,    0.171,    0.258,    0.162,    0.296,    0.175,    0.132
  1.50,E09000008,    0.177,    0.203,    0.242,    0.380,    0.427,    0.242,    0.247,    0.205,    0.237,    0.345,    0.380,    0.241,    0.253,    0.203,    0.281,    0.344,    0.240,    0.427,    0.223,    0.177
  1.75,E09000008,    0.259,    0.285,    0.334,    0.504,    0.601,    0.375,    0.334,    0.307,    0.324,    0.385,    0.504,    0.322,    0.377,    0.285,    0.301,    0.487,    0.296,    0.601,    0.347,    0.259
